Year,SurveyID,Presence,sLatitude,sLongitude
2023,103053,0,47D-29M-14.6S,98D-14M-1.34S
2023,103054,0,37D-57M-57.14S,84D-50M-52.76S
2023,103055,0,41D-52M-20.15S,120D-30M-2.42S
2023,103060,0,52D-39M-26.08S,114D-12M-0.59S
2023,103084,0,47D-52M-55.76S,121D-23M-37.37S
2023,103090,1,59D-57M-16.17S,131D-57M-22.85S
2023,103101,0,35D-23M-58.41S,85D-55M-38.39S
2023,103112,0,51D-31M-18.2S,55D-30M-20.29S
2023,103113,0,49D-35M-4.1S,125D-15M-35.02S
2023,103115,0,54D-48M-57.49S,111D-59M-5.95S
2023,103116,0,44D-10M-53.91S,69D-14M-23.47S
2023,103117,1,44D-18M-28.45S,70D-39M-11.5S
2023,103118,1,33D-42M-22.88S,95D-42M-51.02S
2023,103119,0,36D-48M-6.49S,119D-26M-47.03S
2023,103121,1,30D-42M-4.64S,94D-56M-16.85S
2023,103122,0,32D-57M-30.65S,111D-20M-40.27S
2023,103123,0,27D-29M-58.07S,81D-36M-42.08S
2023,103124,0,51D-44M-52.83S,123D-37M-20.33S
2023,103125,0,44D-9M-19.97S,118D-37M-59.53S
2023,103131,1,42D-38M-46.5S,78D-11M-33.11S
2023,103142,0,54D-40M-55.21S,98D-15M-19.08S
2023,103180,0,37D-22M-52.62S,95D-27M-19.5S
2023,103191,1,39D-33M-20.34S,109D-44M-33.38S
2023,103192,0,42D-49M-47.5S,105D-44M-1.91S
2023,103212,1,42D-40M-40.43S,77D-13M-16.69S
2023,103213,0,45D-12M-54.95S,79D-47M-2.41S
2023,103216,0,41D-53M-45.98S,75D-19M-44.45S
2023,103217,1,47D-22M-7.67S,115D-9M-56.62S
2023,103218,1,51D-54M-18.26S,104D-43M-1.82S
2023,103219,0,31D-8M-50.29S,89D-47M-6.31S
2023,103221,0,32D-23M-39.48S,106D-43M-30.99S
2023,103224,0,32D-42M-41.41S,104D-32M-2.96S
2023,103284,1,38D-40M-11.58S,83D-25M-48.25S
2023,103313,0,49D-22M-0.03S,117D-57M-53.88S
2023,103318,0,49D-42M-9.87S,118D-46M-20.5S
2023,103319,0,37D-10M-16.54S,87D-31M-32.87S
2023,103321,0,37D-59M-45.9S,103D-13M-58.71S
2023,103372,0,42D-23M-33.58S,90D-18M-58.2S
2023,103401,0,42D-22M-30.28S,71D-52M-9.39S
2023,103402,0,35D-22M-30.91S,88D-48M-1.3S
2023,103403,0,42D-15M-0.67S,105D-19M-0.24S
2023,103404,1,40D-56M-56.47S,84D-11M-42.2S
2023,103405,1,48D-46M-19.4S,95D-32M-8.88S
2023,103406,1,53D-8M-23.66S,131D-48M-33.55S
2023,103407,0,50D-23M-30.8S,117D-0M-48.48S
2023,103408,0,36D-41M-34.7S,82D-51M-49.98S
2023,103409,1,48D-28M-4.86S,97D-29M-3.17S
2023,103410,0,42D-28M-36.04S,109D-17M-44.22S
2023,103411,0,49D-58M-30.38S,92D-24M-13.8S
2023,103412,0,31D-22M-41.3S,87D-43M-33.68S
2023,103413,0,39D-23M-0.91S,90D-50M-39.01S
2023,103414,0,42D-30M-46.74S,77D-51M-29.24S
2023,103415,0,44D-29M-15.68S,122D-12M-14.01S
2023,103416,1,39D-46M-29.65S,76D-28M-3.32S
2023,103417,0,33D-33M-27.56S,97D-16M-53.51S
2023,103418,0,49D-4M-42.44S,112D-27M-18.88S
2023,103419,0,59D-47M-23.95S,136D-35M-59S
2023,103420,0,45D-1M-34.61S,95D-25M-37.19S
2023,103421,0,33D-34M-46.8S,105D-49M-32.91S
2023,103422,1,49D-15M-56.51S,55D-23M-9.1S
2023,103423,1,29D-34M-6.55S,104D-23M-55.34S
2023,103424,1,31D-59M-49.7S,109D-12M-26.53S
2023,103425,0,33D-59M-4.99S,78D-22M-32.88S
2023,103426,0,44D-39M-17.51S,93D-20M-10.94S
2023,103427,1,37D-10M-6.01S,102D-17M-38.23S
2023,103428,1,39D-54M-2.68S,109D-10M-50.59S
2023,103429,0,49D-46M-58.75S,113D-6M-39.21S
2023,103430,0,28D-17M-12.62S,98D-19M-3.54S
2023,103431,1,38D-58M-47.86S,76D-39M-40.31S
2023,103432,0,46D-31M-36.5S,105D-7M-41.34S
2023,103433,0,47D-25M-3.96S,95D-36M-17.53S
2023,103434,0,29D-7M-6.55S,95D-13M-18.44S
2023,103435,0,43D-12M-42.45S,73D-18M-0.3S
2023,103436,1,44D-42M-25.55S,73D-45M-30.19S
2023,103437,1,36D-52M-57.2S,92D-32M-43.53S
2023,103438,0,42D-37M-47.55S,71D-6M-46.64S
2023,103439,1,43D-58M-45.44S,80D-53M-55.98S
2023,103440,0,39D-59M-5.45S,77D-14M-7.25S
2023,103442,0,56D-34M-53.99S,132D-46M-26.18S
2023,103760,0,30D-18M-11.75S,87D-44M-5.69S
2023,103811,0,47D-35M-22.59S,57D-35M-13.56S
2023,103812,0,46D-34M-41.25S,73D-45M-55.27S
2023,103816,0,44D-48M-19.65S,67D-42M-22.51S
2023,103817,0,33D-37M-24.85S,117D-22M-10.35S
2023,103821,0,37D-23M-5.35S,103D-30M-19.54S
2023,103822,1,48D-24M-27.86S,100D-39M-37.4S
2023,103824,1,44D-29M-17.63S,121D-45M-33.27S
2023,103825,0,41D-26M-47.96S,76D-14M-24.9S
2023,103832,0,40D-36M-32.82S,122D-24M-25.27S
2023,103850,0,40D-9M-16.98S,75D-28M-36.79S
2023,103851,1,41D-27M-16.62S,118D-47M-51.5S
2023,103880,1,48D-29M-17.15S,121D-14M-19.57S
2023,103881,0,35D-47M-25.11S,82D-41M-59.2S
2023,103882,1,41D-39M-35.9S,89D-1M-59.52S
2023,103883,0,53D-51M-15.06S,102D-55M-46.6S
2023,103884,0,42D-38M-24.53S,81D-24M-50.05S
2023,103891,1,34D-33M-4.99S,86D-45M-56.9S
2023,103892,0,38D-29M-48.09S,90D-57M-49.24S
2023,103901,1,35D-26M-55.01S,119D-17M-21.02S
2023,103902,0,43D-4M-18.87S,72D-12M-43.66S
2023,103903,0,48D-16M-42.66S,84D-53M-23.65S
2023,103905,0,40D-35M-5.12S,77D-24M-47.89S
2023,103906,0,48D-2M-5.91S,71D-38M-57.02S
2023,104001,0,50D-55M-11.54S,108D-4M-19.23S
2023,104002,0,46D-3M-53.39S,113D-49M-22.46S
2023,104003,0,41D-6M-13.55S,85D-49M-0.61S
2023,104004,1,40D-35M-6.5S,83D-3M-32.19S
2023,104005,0,45D-49M-4.18S,102D-48M-18.89S
2023,104006,1,35D-12M-42.65S,80D-17M-13.9S
2023,104007,0,44D-44M-25.1S,79D-22M-37.89S
2023,104008,1,45D-51M-25.66S,66D-8M-28.5S
2023,104009,0,36D-32M-10.64S,119D-48M-46.38S
2023,104010,0,45D-1M-7S,69D-23M-53.27S
2023,104011,1,34D-52M-2.02S,86D-14M-56.25S
2023,104012,0,40D-51M-40.06S,109D-16M-2.83S
2023,104013,0,47D-31M-50.34S,110D-54M-15.96S
2023,104014,0,34D-30M-10.43S,117D-55M-34.63S
2023,104015,0,43D-5M-40.42S,78D-51M-56.78S
2023,104016,0,41D-23M-53.63S,84D-8M-27.73S
2023,104017,1,44D-38M-0.79S,74D-30M-32.84S
2023,104018,1,44D-38M-22.03S,92D-27M-45.25S
2023,104019,0,34D-30M-11.51S,99D-53M-54.4S
2023,104020,1,37D-37M-22.73S,121D-45M-30.3S
2023,104021,1,29D-33M-22.34S,92D-18M-53.37S
2023,104022,0,51D-50M-7.53S,114D-28M-53.3S
2023,104023,0,43D-30M-35.1S,88D-55M-14.74S
2023,104024,0,30D-38M-55.85S,82D-42M-38.19S
2023,104025,0,33D-12M-54.12S,116D-49M-51.57S
2023,104026,1,62D-16M-37.27S,133D-19M-25.56S
2023,104027,0,36D-2M-1.71S,77D-49M-4.61S
2023,104028,0,42D-23M-32.69S,73D-41M-29.01S
2023,104029,1,43D-36M-13.82S,75D-1M-24.41S
2023,104030,1,62D-3M-22.94S,163D-30M-20.25S
2023,104031,1,42D-12M-53.98S,97D-9M-40.12S
2023,104032,0,40D-25M-38.54S,123D-58M-2.39S
2023,104033,1,35D-51M-29.9S,114D-40M-0.17S
2023,104034,0,44D-34M-19.73S,72D-20M-23.92S
2023,104036,0,39D-5M-0.4S,86D-21M-48S
2023,104037,0,30D-17M-17.83S,98D-7M-26.26S
2023,104038,1,44D-40M-5.61S,76D-31M-45.55S
2023,104039,0,45D-46M-3.16S,123D-19M-24.38S
2023,104040,0,42D-13M-36.23S,92D-31M-22.03S
2023,104041,0,35D-55M-6.38S,84D-9M-30.67S
2023,104042,1,67D-28M-42.51S,134D-43M-50.76S
2023,104044,0,45D-39M-18.88S,87D-27M-30.21S
2023,104045,1,46D-28M-53.67S,85D-4M-6.38S
2023,104048,1,51D-15M-34.01S,100D-33M-9.6S
2023,104049,1,38D-40M-24.44S,89D-46M-6.5S
2023,104050,1,41D-8M-35.92S,107D-40M-2.49S
2023,104051,0,44D-19M-43.24S,73D-2M-55.04S
2023,104052,0,48D-26M-55.74S,70D-30M-58.12S
2023,104053,0,37D-14M-35.03S,82D-30M-24.07S
2023,104054,0,47D-1M-29.35S,123D-39M-52.2S
2023,104055,1,39D-18M-26.6S,119D-16M-22.51S
2023,104057,1,30D-40M-25.56S,97D-55M-46.12S
2023,104061,1,35D-16M-25.71S,108D-7M-45.97S
2023,104062,1,35D-45M-57.48S,83D-40M-53.86S
2023,104063,0,46D-28M-42.77S,82D-17M-45.4S
2023,104064,0,43D-40M-10.18S,117D-4M-19.82S
2023,104065,1,46D-35M-50.74S,119D-23M-54.58S
2023,104077,0,52D-26M-15.35S,110D-43M-40.43S
2023,104078,0,44D-30M-58.36S,63D-45M-55.76S
2023,104096,1,46D-1M-48.95S,71D-8M-20.24S
2023,104101,0,42D-3M-13S,120D-9M-26.67S
2023,104102,1,49D-37M-54.8S,112D-9M-8.36S
2023,104103,1,35D-43M-10.66S,114D-42M-17.21S
2023,104104,1,46D-9M-42.74S,123D-39M-41.77S
2023,104105,0,37D-41M-9.67S,122D-28M-3.49S
2023,104106,0,42D-14M-40.94S,107D-56M-23.88S
2023,104107,1,49D-56M-58.49S,102D-24M-57.11S
2023,104108,1,51D-2M-27.49S,103D-21M-46.72S
2023,104109,1,59D-18M-18.65S,161D-0M-53.74S
2023,104110,1,35D-9M-24.22S,87D-42M-58.44S
2023,104111,0,38D-19M-36.95S,99D-14M-14.43S
2023,104112,0,49D-56M-47.52S,110D-47M-18.94S
2023,104113,0,52D-54M-18.78S,99D-11M-2.2S
2023,104114,0,33D-38M-39.76S,84D-13M-53.63S
2023,104115,0,44D-15M-44.22S,85D-45M-0.28S
2023,104116,0,46D-14M-28.79S,63D-31M-39.75S
2023,104118,0,36D-56M-42.4S,94D-45M-56.14S
2023,104119,1,41D-25M-7.74S,72D-9M-52.4S
2023,104120,1,35D-18M-40.19S,85D-12M-48.36S
2023,104121,0,33D-43M-16.05S,81D-22M-31.5S
2023,104122,1,34D-34M-40.48S,80D-26M-19.21S
2023,104123,1,45D-46M-57.66S,122D-52M-6.09S
2023,104125,0,29D-40M-33.95S,102D-41M-57.74S
2023,104126,1,61D-37M-33.69S,149D-50M-5.69S
2023,104127,0,45D-56M-42.25S,116D-11M-0.41S
2023,104128,0,47D-2M-58.24S,115D-47M-59.04S
2023,104129,0,46D-20M-27.96S,84D-49M-20.66S
2023,104130,0,46D-53M-28.43S,114D-47M-55.75S
2023,104131,1,54D-24M-51S,111D-28M-25.26S
2023,104136,0,44D-52M-6.63S,115D-31M-47.03S
2023,104137,0,52D-54M-47.51S,111D-53M-8.81S
2023,104138,0,47D-45M-10.22S,120D-18M-50.73S
2023,104139,0,43D-22M-33.77S,71D-45M-3.4S
2023,104141,1,52D-36M-57.33S,109D-54M-31.41S
2023,104149,0,38D-14M-47.26S,81D-55M-9.51S
2023,104152,1,32D-33M-55.6S,89D-8M-13.31S
2023,104153,0,50D-7M-18.52S,93D-13M-17.44S
2023,104154,0,59D-0M-25.56S,139D-0M-8.53S
2023,104155,0,38D-40M-49.43S,98D-46M-47.79S
2023,104157,0,32D-18M-2.37S,97D-48M-27.91S
2023,104163,0,48D-6M-44.3S,89D-38M-8.37S
2023,104196,0,37D-59M-30.53S,83D-58M-27.56S
2023,104201,1,34D-30M-10.43S,90D-28M-44.11S
2023,104202,1,42D-52M-16.95S,106D-7M-51.05S
2023,104203,0,43D-26M-19.17S,116D-5M-51.58S
2023,104204,0,37D-48M-43.36S,118D-30M-5.42S
2023,104205,0,43D-42M-49.76S,111D-13M-27.48S
2023,104206,0,42D-26M-44.9S,75D-6M-35.82S
2023,104207,0,42D-1M-54.07S,118D-41M-30.33S
2023,104208,1,40D-10M-56.48S,92D-30M-12.94S
2023,104209,0,33D-20M-1.81S,112D-40M-12.13S
2023,104210,1,45D-57M-39.92S,78D-20M-29.09S
2023,104211,0,33D-3M-52.87S,97D-25M-8.64S
2023,104212,0,37D-36M-54.66S,95D-17M-46.36S
2023,104213,0,30D-22M-3.42S,86D-17M-4.3S
2023,104214,0,38D-22M-38.84S,84D-36M-44.15S
2023,104215,1,27D-28M-51.56S,82D-8M-48.05S
2023,104218,0,49D-1M-22.92S,53D-52M-47.89S
2023,104219,1,38D-30M-58.59S,83D-5M-24.35S
2023,104220,1,53D-37M-39.3S,64D-28M-19.27S
2023,104221,0,34D-40M-17.66S,85D-21M-51.56S
2023,104222,0,44D-39M-59.95S,74D-43M-50.47S
2023,104223,0,47D-17M-3.49S,71D-15M-13.88S
2023,104225,0,42D-27M-59.51S,114D-16M-17.06S
2023,104226,1,37D-58M-44.23S,98D-52M-33.17S
2023,104227,0,41D-45M-52.37S,78D-10M-14.1S
2023,104228,1,37D-14M-6.29S,89D-15M-21.11S
2023,104229,0,45D-50M-55.92S,91D-14M-44.92S
2023,104230,0,46D-44M-56.66S,94D-18M-16.34S
2023,104231,0,30D-44M-27.89S,100D-50M-52.68S
2023,104236,0,50D-49M-13.22S,121D-22M-46.38S
2023,104237,1,35D-58M-43.17S,96D-17M-32.5S
2023,104238,1,62D-7M-30.87S,145D-38M-30.66S
2023,104239,0,51D-35M-19.67S,115D-22M-31.03S
2023,104240,0,40D-9M-41.96S,106D-49M-16.68S
2023,104241,1,41D-45M-53.81S,94D-5M-38.52S
2023,104251,1,41D-14M-45.78S,110D-13M-41S
2023,104252,0,43D-54M-3.18S,101D-51M-37S
2023,104253,0,48D-23M-42.4S,76D-20M-46.2S
2023,104254,1,46D-40M-54.78S,89D-29M-15.71S
2023,104255,0,34D-24M-31.21S,97D-27M-52.12S
2023,104301,0,41D-4M-12.64S,77D-17M-40.47S
2023,104302,1,46D-20M-43.48S,84D-47M-4.24S
2023,104303,0,34D-1M-41.82S,79D-51M-56.44S
2023,104304,1,40D-28M-6.79S,78D-8M-51.28S
2023,104307,0,49D-17M-49.01S,101D-18M-14.29S
2023,104308,0,48D-58M-34.91S,94D-59M-42.98S
2023,104309,1,39D-33M-12.12S,122D-4M-42.08S
2023,104310,0,37D-19M-11.58S,106D-48M-25S
2023,104311,1,49D-9M-6.44S,89D-21M-0.95S
2023,104312,1,36D-46M-45.36S,80D-56M-1.73S
2023,104313,0,52D-24M-55.69S,114D-25M-47.86S
2023,104314,1,46D-42M-13.93S,71D-28M-40.12S
2023,104315,1,41D-7M-55.27S,107D-12M-32.95S
2023,104318,0,38D-55M-16.79S,111D-44M-31.25S
2023,104319,0,42D-45M-23.59S,102D-54M-1.07S
2023,104320,0,44D-18M-49.48S,122D-17M-19.83S
2023,104321,1,33D-22M-52.4S,96D-4M-56.13S
2023,104322,1,33D-22M-21.25S,102D-58M-4.31S
2023,104323,1,41D-24M-15.1S,79D-12M-57.74S
2023,104326,1,37D-25M-46.25S,112D-55M-58.34S
2023,104327,0,40D-9M-3.33S,120D-32M-17.05S
2023,104328,0,46D-37M-55.19S,123D-50M-6.69S
2023,104329,1,32D-50M-4.64S,103D-8M-16.59S
2023,104330,0,40D-30M-16.73S,105D-4M-41.89S
2023,104331,1,35D-55M-20.21S,88D-53M-13.04S
2023,104336,0,45D-20M-49.28S,117D-7M-25.53S
2023,104337,1,30D-46M-40.44S,103D-56M-38.4S
2023,104338,0,42D-16M-46.39S,123D-28M-59.93S
2023,104339,0,45D-46M-58.88S,65D-3M-38.92S
2023,104340,0,29D-45M-34.64S,90D-34M-55.61S
2023,104352,0,43D-17M-35.54S,76D-40M-13.88S
2023,104353,0,49D-40M-49.68S,87D-1M-27.56S
2023,104354,0,44D-45M-18.45S,84D-52M-11.36S
2023,104355,0,31D-50M-55.93S,107D-34M-7.38S
2023,104404,1,36D-15M-39.33S,75D-54M-15.17S
2023,104408,0,42D-15M-16.52S,103D-47M-43.64S
2023,104421,0,44D-13M-9.28S,123D-55M-7.52S
2023,104430,0,46D-21M-2.35S,122D-0M-51.86S
2023,104440,0,43D-50M-8.4S,90D-12M-28.23S
2023,104452,0,30D-30M-28.08S,85D-17M-4.89S
2023,104508,0,40D-4M-54.07S,92D-30M-27.67S
2023,104928,1,36D-9M-36.52S,107D-47M-6.28S
2023,106001,0,63D-2M-46.9S,145D-47M-22.6S
2023,106002,0,43D-15M-18.62S,70D-40M-43.28S
2023,106003,0,50D-50M-22.27S,97D-53M-3.1S
2023,106004,1,40D-39M-54.67S,107D-49M-41.82S
2023,106005,0,55D-46M-31.08S,117D-50M-23.14S
2023,106006,1,35D-21M-57.12S,87D-9M-26.47S
2023,106007,1,39D-18M-58.85S,84D-43M-49.27S
2023,106008,0,31D-43M-30.43S,85D-48M-56.39S
2023,106009,0,46D-1M-37.01S,66D-10M-59.42S
2023,106010,1,43D-56M-57.8S,95D-59M-11.81S
2023,106011,0,44D-55M-16.45S,88D-56M-44.08S
2023,106012,0,45D-7M-42.01S,70D-50M-17.72S
2023,106013,0,49D-48M-19.35S,74D-56M-9.07S
2023,106014,0,48D-51M-15.04S,117D-51M-47.46S
2023,106015,0,32D-41M-54.93S,97D-44M-46.13S
2023,106016,1,46D-16M-23.04S,83D-23M-8.69S
2023,106017,0,44D-53M-0.1S,108D-46M-42.59S
2023,106018,0,40D-4M-26.98S,76D-10M-15.72S
2023,106019,0,48D-22M-49.51S,78D-53M-47.03S
2023,106020,0,39D-3M-35.26S,78D-28M-7.58S
2023,106021,1,42D-34M-51.34S,85D-27M-11.2S
2023,106022,1,38D-33M-47.8S,120D-17M-31.84S
2023,106023,1,39D-16M-13.99S,76D-9M-45.59S
2023,106024,1,30D-54M-19.03S,104D-15M-39.99S
2023,106025,0,48D-25M-28.67S,117D-17M-2.02S
2023,106026,0,43D-10M-59.18S,108D-26M-32.36S
2023,106027,0,52D-9M-52.91S,107D-13M-0.22S
2023,106028,1,51D-59M-38.83S,104D-51M-35.84S
2023,106029,0,40D-38M-9.75S,111D-18M-8.98S
2023,106030,1,41D-19M-48.76S,80D-59M-10.48S
2023,106031,0,40D-55M-11.75S,104D-43M-53.49S
2023,106032,1,33D-41M-17.36S,86D-52M-2.03S
2023,106033,1,41D-52M-58.19S,123D-48M-26.15S
2023,106051,0,50D-6M-2.93S,107D-44M-5.12S
2023,106052,0,39D-44M-5.2S,83D-55M-35.45S
2023,106053,0,54D-45M-18.55S,118D-3M-18.1S
2023,106054,0,37D-33M-29.53S,79D-27M-7.75S
2023,106055,1,35D-2M-34.06S,77D-3M-51.18S
2023,106056,0,48D-44M-43.41S,113D-44M-52.92S
2023,106057,0,48D-43M-54.05S,92D-54M-11.92S
2023,106058,1,37D-32M-44.54S,98D-45M-41.87S
